codigo,nombre,cantidad_movimientos,monto_total,grupo_sugerido,confianza,observaciones
30003003-06-015,RESULTADO DEL EJERCICIO,9,91103907.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
MAMR690919,RODRIGO MAYA MONTAÑO,9,119040.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
SME110304,SEPHORA MEXICO,9,1517.94,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
SIN190812T,SINERGY INGENIERIA SA DE CV,9,22440.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
VAAS740628,SOFIA VALDEZ ARAGON,9,870.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
SCI011114U,SPORT CITY SA DE CV,9,496000.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
SRC951211I,SU RESTAURANT DE CONFIANZA LOS DELFINES SA DE CV,9,3579.84,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001001-06-043,SUELDOS Y SALARIOS GO,9,80467.14,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001002-02-004,VACACIONES GO,9,75377.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001002-02-043,VACACIONES GO,9,23692.5,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40001002-1-C0009,VENTAS MAQUILAS 0%,9,15889286.2,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40001001-1-C0029,VENTAS MAQUILAS 16%,9,30292824.1,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
VTI920423D,VISION TRADE INTERNATIONAL SA DE CV,9,54089.86,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
20304001-1042,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,8,5539.12,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20304001-3263,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,8,6908.2,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
AHG1305076,ADMINISTRADORA DE HOTELES GRT SA DE CV,8,121046.78,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
ATT170919D,ADMINISTRADORA DE TAQUILLAS TRANSPORTE Y TRASLADOS,8,3288.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001004-06-038,AGUINALDO GO,8,509826.72,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-10-017,AGUINALDO GO,8,161055.36,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
AOS210205L,AKKY ONLINE SOLUTIONS SA DE CV,8,9470.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001007-06-040,BONO DE PRODUCTIVIDAD GO,8,8300.14,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CARB850530,BRENDA BERENICE CAZARES RAMIREZ,8,341.32,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001033--06-018-,CAPACITACION Y ADIESTRAMIENTO,8,326113.8,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001034--08-022-,CASETAS,8,8121.5,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CSD161207R,COMERCIALIZADORA SDMHC,8,2244.4,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
OEM920612B,COMPAÑIA OPERADORA DE ESTACIONAMIENTOS MEXICANOS SA DE CV,8,420.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
50001001-1-C0012,COSTO DE VENTAS,8,3984296.82,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50004005--,DEPRECIACIONES - GIF,8,177713.44,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
40005005-2-C0098,DESCUENTOS LINEAS PROPIAS 0%,8,6739.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40004004-2-C0026,DEVOLUCIONES LINEAS PROPIAS 16%,8,928230.92,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
FGL211208,FARMACIAS GL,8,816.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
FER021118H,FERREPRECIOS SA DE CV,8,5216.38,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001065--06-038-,FLETES Y ENVIO,8,26288.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001014-02-004,GASTOS CESANTIA Y VEJEZ GO,8,119981.56,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001066--09-052-,GASTOS DE VIAJE,8,23661.78,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
GAS910208G,GASTROSUR SA DE CV,8,3400.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001008-02-003,HORAS EXTRAS GO,8,15502.64,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001082--06-018-,IMPUESTOS Y DERECHOS,8,6958.0,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: cuenta_contable
10704001,INV OBSOLETO SUP MATERIAS PRIMAS,8,3784417.66,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10704004,INV OBSOLETO SUP PRODUCTO TERMINADO,8,2316635.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
VACJ780419,JORGE ARMANDO VAZQUEZ CRUZ,8,35800.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
GBA911022,LA GRAN BARRA,8,3068.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
MCA100324,MAYAPAN CARGO,8,5953.2,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001128-2-08-022-C0003,MUESTRAS,8,89970.64,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
NUGN861115,NORMA ANGELICA NUÑEZ GONZALEZ,8,500.54,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
OHC840414,OPERADORA DE HOTELES CATEDRAL,8,9869.44,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
PCU150226G,PANIFICADORA CUERNAVACA SA DE CV,8,1950.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
PAM090417E,PICACHO AUTOMOTRIZ DE MORELOS SA DE CV,8,15900.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001005-02-031,PRIMA VACACIONAL GO,8,64640.36,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001005-02-032,PRIMA VACACIONAL GO,8,40475.16,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
IAS061003H,PROTON AGENTE DE SEGUROS Y DE FIANZAS SA DE CV,8,45540.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60002003--09-029-C0063,PROVISION PUBLICIDAD Y PROMOCIONES GASTOS,8,155484.82,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001051--08-022-,RECARGOS,8,303.64,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-01-036,RESULTADO DEL EJERCICIO,8,18830921.88,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
TPA131111P,TRADICION EN PASTELERIAS SA DE CV,8,1138.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
TRI0403014,TRANSPORTE Y RECOLECCIÓN INTEGRAL DE RESIDUOS PELIGROSOS SA DE CV,8,478.4,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
O120813G97,TROMOSA SA DE CV,8,60720.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
XEXX010101USP,UNITED STATES PHARMACOPEALAL CONVENTION,8,41192.32,persona_moral_o_fisica,alta,Patrón RFC mexicano en código o nombre. Fuentes: proveedor_dim
60001108--06-016-,VALIDACIONES Y CALIBRACIONES,8,8408.48,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40001005-2-C0098,VENTAS LINEAS PROPIAS 0%,8,6739.02,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001004-02-031,AGUINALDO GO,7,526833.6,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-06-015,AGUINALDO GO,7,1269441.0,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-06-016,AGUINALDO GO,7,542968.8,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-06-042,AGUINALDO GO,7,95362.8,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
LAHA880523C,ANGEL EDUARDO LLANO HERNANDEZ,7,1160.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
21101001,BANCOMER A CORTO PLAZO,7,90000000.0,banco,alta,Nombre contiene institución bancaria conocida. Fuentes: cuenta_contable
CKY790426,CAFETERIA KYOTO,7,691.86,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
CIM120224,CENTRO INTERMODAL DE MANIOBRAS,7,10560.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001102---054-,COMUNICACION E INTEGRACIÓN DEL PERSONAL,7,3382.54,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
DGC170313,DESARROLLO GLOBAL DE CONCESIONES,7,273.1,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
40005004--C0027,DESCUENTOS LINEAS PROPIAS 16%,7,335460.28,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10301001-1007,DEUDORES DIVERSOS FUNCIONARIOS Y EMPLEADOS,7,42938.72,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10301001-1008,DEUDORES DIVERSOS FUNCIONARIOS Y EMPLEADOS,7,15615.92,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
LOMD990417,DIANA KAREN LOPEZ MENESES,7,634.96,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
DKA0606157,DKABI SA DE CV,7,3111.1,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
GUFE881227,EDGAR OMAR GUZMAN FIGUEROA,7,240.86,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
RUAF891013,FERMIN RUEDA ANAYA,7,412.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001065----,FLETES Y ENVIO,7,51606.52,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
FME880210N,FOLI   DE  MEXICO  NO USAR,7,965120.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
70002001,GANANCIA EN VENTA DE ACTIVO FIJO,7,2390919.78,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001066--09-049-,GASTOS DE VIAJE,7,8928.94,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001012-02-004,GASTOS IMSS GO,7,105693.88,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001015-02-004,GASTOS RETIRO GO,7,32801.1,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
GTE160922I,GASTRONOMICA TEOPANZOLCO SA DE CV,7,19100.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
GOR160425K,GH OPERACIÓN DE RESTAURANTES,7,11135.8,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
GRS010305,GRUPO RESTAURANTERO DE LOS 6,7,2150.68,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
GSA1409084,GRUPO SACOM SA DE CV,7,769.24,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
VACH730323,HECTOR ARMANDO VALERO CAMARASA,7,184.16,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001117--06-018-,HERRAMIENTAS Y EQUIPO MENOR,7,60217.7,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
ICP140122,INTELIGENCIA Y CONSULTORIA PYME SC,7,14315.2,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
ILA980722,INTERNATIONAL LABEL SA DE CV,7,8712.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
10703001,INV OBSOLETO MED MATERIAS PRIMAS,7,3481950.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
KCD920903G,"KPMG CARDENAS DOSAL, S.C.",7,175560.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
MOML930813,LUIS EDUARDO MONTENEGRO MILLA,7,374.06,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001128-2-09-023-C0098,MUESTRAS,7,158410.9,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
OCC9611015,ONLINE CAREER CENTER MEXICO SAPI DE CV,7,114230.16,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
OCU090624SE2,OPERADORA 401,7,2082.42,persona_moral_o_fisica,alta,Patrón RFC mexicano en código o nombre. Fuentes: proveedor_dim
OVA210322,OPERADORA VALIENTE,7,7658.28,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001046--03-006-,PAQUETERIA Y ENVIOS,7,4403.64,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50003020-01-001,PRIMA DE ANTIGUEDAD - MOD,7,527396.32,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001005-02-004,PRIMA VACACIONAL GO,7,11663.72,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001005-06-038,PRIMA VACACIONAL GO,7,52344.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001051--02-031-,RECARGOS,7,73.94,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-004,RESULTADO DEL EJERCICIO,7,46284237.12,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-02-032,RESULTADO DEL EJERCICIO,7,28926105.08,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-03-006,RESULTADO DEL EJERCICIO,7,39400909.66,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-018,RESULTADO DEL EJERCICIO,7,81040888.28,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-024,RESULTADO DEL EJERCICIO,7,45248222.9,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-06-038,RESULTADO DEL EJERCICIO,7,15371426.12,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
30003003-09-023,RESULTADO DEL EJERCICIO,7,180511542.84,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
POHR870206,ROGELIO HERMENEGILDO PONCE DE LEON HERNANDEZ,7,236.44,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
LOHS761021,SARA LILIA LOPEZ HERNANDEZ,7,1056.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
SML1206085,SEPULVEDA MALDONADO LAZOS Y ELIZONDO,7,79200.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
MATS990606,SERGIO ENRIQUE MARTINEZ TOLEDO,7,12540.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
SLD100514,SERVICIO LERMA EL DORADO,7,6000.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
SMA210127,SERVICIO MAPEDI,7,2000.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
STA0903206,SERVICIOS TECNOLOGICOS AVANZADOS EN FACTURACION SA DE CC,7,13200.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
BAF901130M,TALMA MEXICO SERVICIOS AEROPORTUARIOS SA DE CV,7,15109.04,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001071--02-043-,TRAMITES Y REGISTROS DE MEDICAMENTOS,7,314290.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001002-06-047,VACACIONES GO,7,36491.38,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
ZHM040609,ZARA HOME MEXICO,7,1135.66,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001127--06-040-,ACCESORIOS DE EQUIPO DE COMPUTO,6,17878.84,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20304001-1038,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,6,1794.46,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20304001-4035,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,6,984.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
20304001-4084,ACREEDOR DIV FUNCIONARIOS Y EMPLEADOS,6,16910.4,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
RIM141106,AERORETAIL,6,1054.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
ACO171007U,AFES COMERCIAL SA DE CV,6,3574.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001004-02-044,AGUINALDO GO,6,246959.32,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-02-045,AGUINALDO GO,6,101335.22,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-06-047,AGUINALDO GO,6,71089.26,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
60001004-08-022,AGUINALDO GO,6,253866.16,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
OASA700421,ALEJANDRO OCAMPO SPINDOLA,6,800.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001029--06-018-,ARTICULOS DE PAPELERIA Y DE OFICINA,6,37368.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
AND870420H,ASOCIACION NACIONAL DE DISTRIBUIDORES DE MEDICINAS AC,6,328000.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001030--07-020-,ATENCION A CLIENTES,6,4742.48,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
ATT910213A,AUTOTRANSPORTE TERRESTRE DE AEROPUERTO SA DE CV,6,2610.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
NABA960618,BAR NAHUM,6,11960.08,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001007-06-043,BONO DE PRODUCTIVIDAD GO,6,4241.86,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CMA831005S,CASA DE PAPELERIA M SA DE CV,6,1648.8,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001034--03-006-,CASETAS,6,5375.44,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
CSA090221,COMERCIALIZADORA SANZ,6,3840.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
CTE160222I,CORPA TECH SA DE CV,6,1056.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
50001001-1-C0016,COSTO DE VENTAS,6,689086.9,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
50001001-2-C0142,COSTO DE VENTAS,6,688850.68,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001038--07-020-,CUOTAS Y SUSCRIPCIONES,6,14303.26,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
LOCD930106,DAVID ABNER LOPEZ CASTLLO,6,617.8,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
40005005-2-C0032,DESCUENTOS LINEAS PROPIAS 0%,6,4719.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10301001-4035,DEUDORES DIVERSOS FUNCIONARIOS Y EMPLEADOS,6,2000.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40004005-2-C0063,DEVOLUCIONES LINEAS PROPIAS 0%,6,203238.96,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40004004-2-C0063,DEVOLUCIONES LINEAS PROPIAS 16%,6,64856.74,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40004001--,DEVOLUCIONES MAQUILAS 16%,6,11899071.72,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
40003001-3-C0143,ENAJENACION ACTIVOS,6,1086206.88,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001065--06-016-,FLETES Y ENVIO,6,10044.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10001003,FONDO FIJO FORANEAS,6,14000.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001066--02-031-,GASTOS DE VIAJE,6,5199.46,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001066--06-018-,GASTOS DE VIAJE,6,7642.12,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001013-02-004,GASTOS INFONAVIT GO,6,82002.82,nomina_o_pasivo_laboral,alta,Términos de nómina o pasivos laborales. Fuentes: cuenta_contable
GOCG740308,GERARDO JAVIER GOLZALEZ CISNEROS,6,2952.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
GAL110728,GRUPO ALBERQUERO,6,1528.04,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
GCD170101G,GRUPO COMERCIAL DSW SA DE CV,6,26397.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
HME970425Q,HOOTERS DE MEXICO,6,2546.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
60001069--06-018-,IMPLEMENTOS DE TRABAJO,6,301900.16,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
80010007,INTERES ARRENDAMIENTO FINANCIERO,6,5223.42,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10704002,INV OBSOLETO SUP MATERIAL DE EMPAQUE,6,3608746.16,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
10602002,IVA ACRED. GASTOS NACIONAL 8% PENDIENTE PAGO,6,153.78,impuesto_o_gobierno,media-alta,Términos fiscales o gubernamentales. Fuentes: cuenta_contable
JCA1601185,JK CAPITAL SA DE CV,6,1310.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
LCP980213P,LABORATORIO CLINICO POLAB SA DE CV,6,1236.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001044--02-046-,MATERIAL DE LABORATORIO,6,10806.14,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
60001044--02-080-,MATERIAL DE LABORATORIO,6,247410.0,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
OCI970818,OPERADORA DE CINEMAS,6,34000.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
OHC080716,OPERADORA DE HOTELES CARIDIAZ,6,14496.0,contraparte_comercial,baja-media,Proviene de dimensión proveedor D365 sin más evidencia. Fuentes: proveedor_dim
OIN111201N,OPTIMIZAR E INCREMENTAR SA DE CV,6,2766.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
80030001-01-036,OTROS GASTOS,6,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
80030001-02-004,OTROS GASTOS,6,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
80030001-07-033,OTROS GASTOS,6,0.0,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
70002009,OTROS INGRESOS AL 0%,6,296911.76,cuenta_contable,alta,Código numérico + descripción de cuenta mayor. Fuentes: cuenta_contable
60001046--03-005-,PAQUETERIA Y ENVIOS,6,2214.66,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
XEXXCOMPCO5,PERATON INC,6,10882.2,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
60001005-08-022,PRIMA VACACIONAL GO,6,49047.54,cuenta_contable,media,Proviene de account_display_value con código numérico. Fuentes: cuenta_contable
U940317114,PROMOTORA MUSICAL SA DE CV,6,4392.0,empresa,media-alta,Sufijo societario mexicano o internacional. Fuentes: proveedor_dim
